pessoa_id;telefone_principal;telefone_secundario
635;(11) 8798-4380;(11) 5800-7197
636;(91) 9638-3247;(61) 4570-9514
637;(14) 6254-8035;(71) 2455-3505
638;(51) 8076-4251;(92) 3718-4532
639;(16) 3206-8760;(41) 3030-6647
640;(19) 5846-9255;(21) 8734-8502
641;(47) 6516-5356;(21) 4816-3449
642;(91) 5431-2824;(41) 9910-7302
643;(11) 8546-3824;(21) 8619-6015
644;(11) 2352-2825;(61) 6501-5463
645;(11) 3584-4031;(66) 3773-3816
646;(21) 4090-2269;(84) 9041-9942
647;(13) 3772-6857;(19) 4708-3774
648;(11) 5502-9743;(98) 5761-7211
649;(27) 2226-3528;(81) 4022-8543
650;(19) 2771-3196;(84) 5515-6071
651;(15) 7953-6877;(18) 3898-3461
652;(27) 4369-6046;(18) 7290-3872
653;(14) 9185-9015;(92) 2750-8513
654;(75) 8762-6065;(81) 8189-5324
655;(64) 2294-7675;(21) 5096-5546
656;(31) 4854-9948;(21) 6617-2928
657;(41) 3483-2515;(11) 3190-3984
658;(49) 9694-3867;(85) 4253-8842
659;(11) 6960-2721;(19) 6516-3324
660;(79) 8029-5553;(21) 2954-7039
661;(49) 6460-9105;(28) 2453-6029
662;(62) 3273-5177;(11) 2896-5010
663;(47) 4341-4376;(16) 7372-3811
664;(63) 9088-8614;(14) 4063-3059
665;(11) 6767-7802;(83) 6505-4455
666;(85) 9750-6176;(83) 8987-2106
667;(11) 9568-7893;(11) 2549-4015
668;(15) 5864-5431;(43) 2487-4878
669;(11) 4930-4305;(32) 6252-7599
670;(24) 8262-9982;(11) 7598-8089
671;(98) 8144-5141;(61) 2784-8253
672;(81) 7199-8692;(31) 7786-6658
673;(81) 6924-6341;(42) 3336-2179
674;(81) 4045-4788;(67) 8872-5520
675;(11) 2436-8481;(11) 5410-4754
676;(27) 3688-5002;(11) 6436-2754
677;(48) 8591-5126;(61) 7676-5538
678;(65) 5150-6909;(17) 5911-5144
679;(38) 9645-6854;(41) 2033-4619
680;(75) 8602-8911;(19) 5070-4303
681;(62) 9079-9091;(62) 5880-2603
682;(62) 4796-2531;(65) 5130-4841
683;(21) 2756-2092;(11) 9165-3309
684;(51) 8084-8939;(21) 6513-6407
685;(21) 3509-6015;(11) 6892-7786
686;(37) 8374-8655;(11) 4380-9574
687;(45) 8069-9662;(91) 5629-9673
688;(19) 7672-5285;(16) 8546-6440
689;(11) 2174-9984;(14) 3603-8536
690;(81) 5308-4182;(65) 5764-7137
691;(61) 5827-3173;(64) 5433-3658
692;(19) 3051-7766;(11) 5965-5561
693;(12) 4139-2473;(84) 2094-3707
694;(87) 3958-8589;(62) 9727-5675
695;(85) 7912-8247;(16) 2348-6098
696;(11) 9757-6652;(85) 6388-2957
697;(11) 6169-4370;(11) 3930-8849
698;(79) 4083-5823;(41) 9182-7023
699;(79) 4014-3245;(18) 8711-7232
700;(34) 3503-6300;(54) 4092-4820
701;(87) 5920-6570;(21) 2009-8448
702;(11) 2586-6985;(71) 8602-6162
703;(24) 3809-7256;(45) 9138-4332
704;(11) 5003-3274;(61) 7561-3793
705;(34) 8972-2970;(28) 4148-5540
706;(21) 3127-3536;(42) 8048-4196
707;(61) 3045-5980;(41) 3860-9859
708;(21) 6529-6889;(11) 2957-4238
709;(54) 9862-9889;(31) 5296-8860
710;(15) 9356-2660;(81) 2193-8052
711;(27) 9604-4738;(21) 9542-4204
712;(13) 2248-6204;(24) 4869-9198
713;(19) 2544-2013;(85) 9168-6131
714;(81) 5062-7739;(16) 9708-4380
715;(11) 9321-2931;(31) 4915-8934
716;(32) 7481-7168;(51) 6660-7574
717;(92) 9245-4620;(42) 8745-2225
718;(21) 8584-3279;(31) 8466-7815
719;(47) 9102-6719;(17) 3774-7702
720;(99) 4263-6513;(98) 8651-6600
721;(19) 2860-2709;(21) 4223-8380
722;(11) 6732-9217;(21) 2536-5860
723;(61) 6217-4672;(67) 6045-4652
724;(75) 5624-9866;(31) 6290-5302
725;(19) 3400-5504;(19) 8938-8313
726;(92) 3470-2300;(44) 7855-8499
727;(71) 9690-5483;(85) 9016-2799
728;(83) 4753-8046;(71) 6487-3069
729;(62) 9075-4510;(15) 2411-8741
730;(33) 8540-3312;(47) 3626-7264
731;(71) 3621-5671;(31) 3458-4119
732;(22) 5471-2789;(21) 9107-9258
733;(87) 3413-5236;(69) 8905-4495
734;(51) 7174-3113;(61) 7008-5763
735;(21) 5617-6931;(11) 7677-5834
736;(51) 4000-5897;(48) 5665-4861
737;(16) 4527-3977;(82) 5099-2449
738;(24) 5560-4092;(32) 4051-8291
739;(81) 6598-3064;(51) 2296-4717
740;(19) 9108-6648;(27) 3067-8373
741;(12) 8014-7721;(61) 6825-3502
742;(11) 4851-2080;(91) 3544-6413
743;(11) 9279-3959;(19) 9609-7455
744;(62) 2278-4926;(85) 7086-3284
745;(41) 9002-4767;(22) 5058-6248
746;(62) 6146-8604;(85) 6280-5167
747;(81) 5639-9996;(84) 4196-4222
748;(31) 8501-4155;(21) 9323-3427
749;(21) 4214-3556;(17) 2388-9889
750;(21) 6286-7101;(11) 8175-3013
751;(19) 9906-8741;(61) 7700-7293
752;(11) 8856-4587;(71) 9926-4211
753;(85) 9895-3149;(65) 6053-2491
754;(48) 3631-6946;(91) 4770-5196
755;(11) 4705-7207;(24) 5783-6709
756;(22) 5339-4828;(62) 9115-3286
757;(49) 6765-3993;(99) 4330-7896
758;(31) 6189-2090;(41) 5388-3596
759;(61) 9432-7928;(11) 5606-9716
760;(31) 2595-5600;(11) 7926-2505
761;(11) 4215-8295;(11) 7735-4074
762;(49) 2179-8540;(47) 4477-4132
763;(98) 4555-7334;(11) 2127-2315
764;(62) 5113-7751;(85) 5439-4719
765;(41) 8161-8753;(84) 5136-4310
766;(85) 8685-3963;(19) 8571-8678
767;(38) 8464-5899;(21) 7026-5387
768;(35) 9318-5021;(81) 5529-2182
769;(11) 2145-8549;(11) 4174-2522
770;(99) 8680-7991;(21) 9623-8301
771;(61) 4349-5919;(11) 3970-4381
772;(11) 3774-2482;(91) 3817-6214
773;(11) 8403-6800;(22) 9503-4658
774;(31) 6868-8399;(24) 8782-7192
775;(32) 2755-6758;(16) 6211-3151
776;(84) 9179-9761;(11) 7624-4640
777;(61) 7029-5130;(34) 3120-5079
778;(92) 4158-2764;(51) 4266-7870
779;(17) 9296-7300;(19) 3265-6391
780;(67) 9217-7521;(94) 5995-5750
781;(21) 9204-7889;(15) 4854-2316
782;(27) 3656-9409;(71) 2627-8035
783;(19) 5766-7476;(87) 5019-3089
784;(82) 3053-3045;(81) 9419-3407
785;(12) 5753-7466;(81) 3715-9017
786;(32) 9965-6763;(46) 6846-5879
787;(34) 9833-8532;(86) 4928-3285
788;(92) 3207-9006;(51) 9434-3863
789;(11) 9965-2548;(11) 5950-2017
790;(15) 2492-4454;(61) 3939-4631
791;(15) 4053-3874;(53) 3833-7042
792;(21) 8579-5086;(21) 9279-9852
793;(11) 8013-2710;(12) 2999-5480
794;(48) 9355-7356;(31) 5737-6361
795;(21) 7310-6307;(92) 4142-3192
796;(31) 9627-3195;(61) 3481-6077
797;(48) 2763-5051;(75) 9243-6353
798;(31) 6117-9463;(14) 7323-2544
799;(92) 7378-8449;(11) 2165-6036
800;(41) 8022-4719;(35) 3053-9888
801;(21) 2530-6244;(11) 2172-7729
802;(11) 5036-8687;(43) 7628-8267
803;(84) 6176-2650;(11) 2903-4888
804;(11) 6566-2047;(19) 7632-6741
805;(49) 5264-2915;(62) 8403-6476
806;(11) 7240-9938;(91) 7791-2617
807;(79) 5651-9923;(11) 8609-7033
808;(11) 4948-8231;(11) 2593-9702
809;(11) 9121-7223;(91) 5575-3808
810;(81) 2902-3734;(61) 8361-5092
811;(22) 5582-2646;(18) 7441-7786
812;(71) 9236-5383;(88) 9550-5048
813;(85) 4038-3910;(65) 6031-8636
814;(81) 6463-3578;(21) 5185-3654
815;(34) 8490-6961;(65) 4136-8811
816;(19) 7161-3606;(11) 5759-5789
817;(37) 5303-7777;(11) 6806-8694
818;(51) 9799-6341;(85) 6794-4874
819;(11) 5532-4130;(16) 5885-4067
820;(16) 5774-8735;(65) 4596-6034
821;(16) 8937-8730;(81) 9670-8485
822;(51) 8958-2746;(21) 4456-3160
823;(83) 4527-8764;(21) 8627-3584
824;(82) 3434-8209;(21) 7223-8395
825;(16) 9055-6795;(32) 2802-5006
826;(22) 6449-3449;(12) 9688-3379
827;(27) 7926-9616;(11) 8982-5875
828;(86) 9290-2372;(85) 6074-8426
829;(19) 8066-3654;(81) 4476-6601
830;(62) 2159-8476;(85) 7911-2413
831;(21) 4999-6113;(21) 5800-2308
832;(87) 2068-5005;(84) 6074-4430
833;(67) 3568-9904;(18) 5755-9670
834;(32) 6026-8846;(63) 2447-6773
835;(11) 3952-7085;(24) 9233-2133
836;(44) 3908-9904;(44) 7481-4247
837;(18) 8926-5148;(21) 9476-2171
838;(81) 3231-8018;(21) 4197-7920
839;(85) 5184-6397;(43) 7401-5462
840;(81) 3580-3055;(61) 7798-2631
841;(11) 3423-9007;(21) 8137-8556
842;(47) 4445-8519;(71) 3147-8916
843;(54) 7901-7062;(41) 6567-7364
844;(51) 7294-9484;(75) 9537-8169
845;(67) 8309-2374;(51) 9686-2541
846;(21) 4803-7080;(21) 3962-4691
847;(19) 7959-5075;(19) 3096-8131
848;(71) 5336-8226;(71) 7959-3183
849;(44) 2666-6699;(91) 7503-6346
850;(27) 6967-6739;(41) 6610-5201
851;(66) 8848-5262;(11) 9508-6393
852;(62) 8726-8972;(51) 8437-3258
853;(54) 9778-3271;(71) 8597-9499
854;(71) 9861-9324;(14) 7255-8757
855;(11) 4582-2909;(54) 2334-5572
856;(92) 4823-3084;(31) 6893-3833
857;(81) 5281-6298;(99) 2986-9720
858;(44) 7027-8970;(51) 9414-3795
859;(41) 2936-3276;(21) 2462-5041
860;(18) 2978-5427;(31) 8326-4685
861;(27) 8444-5898;(62) 2735-6267
862;(15) 2642-6451;(11) 6249-2423
863;(84) 4299-4577;(35) 4294-2448
864;(11) 3631-7358;(32) 9775-9478
865;(41) 2321-4430;(38) 3413-7552
866;(13) 9039-9952;(81) 2643-7294
867;(31) 3142-4971;(86) 8694-6241
868;(62) 2917-9746;(47) 9776-9524
869;(54) 7615-4720;(45) 4387-5868
870;(41) 7486-8036;(62) 2264-5018
871;(61) 9143-8943;(84) 9541-7034
872;(61) 8897-5445;(81) 2170-3436
873;(14) 4147-6124;(19) 7403-8612
874;(31) 9613-7397;(11) 8492-7065
875;(62) 3856-5363;(87) 2551-6331
876;(16) 3351-6672;(34) 7443-5136
877;(11) 5805-5551;(43) 3235-7431
878;(31) 7530-7069;(51) 4109-4583
879;(16) 9014-2350;(62) 5049-6396
880;(19) 8981-5076;(21) 2131-5718
881;(19) 3123-9105;(71) 8870-2147
882;(69) 5399-5875;(18) 6228-5821
883;(71) 4825-5405;(21) 5512-7717
884;(32) 8460-7726;(62) 6371-9357
885;(61) 6303-6894;(85) 3665-6869
886;(65) 9890-6225;(12) 7813-5203
887;(11) 4289-9628;(21) 6026-6480
888;(31) 6755-4647;(85) 6439-2082
889;(11) 8218-7425;(65) 3496-5130
890;(31) 3517-3856;(42) 9255-5760
891;(11) 9813-8666;(11) 2084-4903
892;(19) 4732-5426;(31) 5581-5586
893;(61) 7189-5725;(83) 5902-2484
894;(11) 8920-6346;(19) 4942-4684
895;(85) 3970-4712;(19) 9351-5020
896;(91) 2303-4869;(82) 2065-9581
897;(11) 7485-3909;(87) 4407-3250
898;(21) 4072-4305;(35) 5084-7287
899;(11) 2917-8637;(61) 2190-5971
900;(21) 3503-4467;(11) 9299-7085
901;(15) 4749-5047;(85) 9425-5033
902;(15) 2750-6898;(12) 9268-6383
903;(11) 9605-6234;(11) 6720-3408
904;(11) 5672-2981;(17) 5525-4905
905;(85) 8357-5121;(15) 5946-5595
906;(11) 2302-2469;(24) 3275-8108
907;(21) 6363-7075;(51) 9408-6789
908;(11) 4181-5180;(21) 6534-8336
909;(43) 8341-2438;(11) 8763-6331
910;(11) 4151-3731;(41) 9101-2284
911;(11) 9103-3809;(19) 7917-7914
912;(17) 9160-6388;(35) 9277-2821
913;(15) 3410-4461;(11) 8576-7329
914;(34) 3253-7993;(64) 6301-8362
915;(61) 7206-3395;(16) 7921-5565
916;(47) 6010-9556;(21) 4956-6606
917;(11) 8294-6863;(69) 7875-2217
918;(85) 3896-2231;(11) 8037-9724
919;(81) 5960-8525;(31) 2758-9289
920;(47) 5493-4716;(71) 3250-3922
921;(19) 2999-9695;(71) 9369-3363
922;(81) 6944-6551;(19) 3385-4657
923;(21) 5291-9888;(11) 6589-2328
924;(65) 7549-3052;(41) 6970-2236
925;(55) 5615-2315;(43) 4185-5262
926;(91) 8911-8700;(48) 5159-4672
927;(93) 2090-9236;(61) 6437-7885
928;(51) 4692-9226;(19) 6121-7835
929;(31) 7960-9952;(11) 5439-9270
930;(31) 5617-6972;(11) 8061-6926
931;(11) 6139-4870;(11) 2348-6235
932;(31) 6586-6791;(21) 5369-7642
933;(34) 9663-7803;(11) 4102-2147
934;(51) 4962-3877;(21) 3180-4893
935;(22) 9651-6144;(24) 8834-6096
936;(28) 5071-9817;(11) 7935-7503
937;(11) 8935-5207;(11) 7033-8884
938;(62) 6847-9056;(64) 7978-7492
939;(11) 6049-7518;(21) 3192-7388
940;(11) 5850-6750;(12) 6149-3669
941;(11) 3446-9373;(34) 8375-2835
942;(84) 8944-6101;(11) 6481-6161
943;(47) 9745-5849;(66) 2670-2621
944;(85) 8709-2525;(44) 5798-3020
945;(51) 9584-3694;(11) 6205-6537
946;(32) 3476-7787;(62) 7722-6266
947;(19) 7648-6508;(81) 2396-6187
948;(11) 2769-7808;(81) 6964-8832
949;(12) 8016-5340;(11) 5527-9741
950;(37) 6092-8352;(96) 8597-8828
951;(94) 2280-3158;(24) 4917-8204
952;(11) 3752-8733;(62) 6737-8405
953;(11) 4883-9240;(11) 2029-6988
954;(37) 8005-3610;(43) 3744-2275
955;(65) 4964-6429;(22) 9056-4909
956;(11) 3124-9424;(91) 7717-6444
957;(14) 8211-3090;(24) 9490-8339
958;(21) 6079-4351;(16) 6403-2098
959;(81) 7874-6411;(61) 4784-8791
960;(27) 3681-3302;(31) 8556-9783
961;(69) 3247-6272;(34) 7191-2514
962;(11) 2628-7424;(27) 5277-7448
963;(11) 2466-4797;(11) 8102-8528
964;(54) 5097-6805;(15) 9782-4456
965;(61) 7169-6059;(16) 5957-7679
966;(15) 9364-8158;(51) 7439-8588
967;(67) 5649-5729;(65) 7325-2611
968;(47) 2677-4056;(31) 2776-9218
969;(11) 2202-5067;(98) 5262-7652
970;(67) 9828-9471;(43) 7258-6608
971;(19) 9747-8320;(27) 4241-3627
972;(48) 2939-7524;(41) 9397-6355
973;(81) 2293-4579;(61) 3787-9697
974;(65) 2264-9479;(91) 9680-8514
975;(19) 6214-8978;(32) 6026-7072
976;(21) 2922-5949;(21) 2990-8167
977;(11) 9365-8261;(11) 6664-7201
978;(61) 9893-4379;(84) 5981-7175
979;(12) 8329-6355;(65) 2597-6123
980;(11) 7363-5048;(19) 5586-5262
981;(83) 9322-3979;(21) 6500-3578
982;(17) 8001-5689;(21) 5499-9076
983;(65) 8572-3851;(12) 2132-8462
984;(48) 9541-8473;(35) 2936-6351
985;(37) 5092-6700;(81) 8185-4168
986;(11) 4016-4020;(11) 6298-8898
987;(11) 8530-9741;(19) 8228-2554
988;(85) 2829-2132;(91) 7079-4413
989;(31) 4538-8616;(81) 6809-6113
990;(11) 9658-8403;(51) 4309-2075
991;(11) 3553-3034;(65) 4908-3471
992;(61) 9320-8844;(11) 7096-3213
993;(11) 3775-6760;(65) 7400-7440
994;(92) 7221-7887;(11) 6632-3969
995;(16) 9607-2647;(85) 5124-4666
996;(81) 4506-3162;(21) 3461-9586
997;(21) 5949-2314;(11) 4195-7501
998;(61) 2124-2018;(11) 3804-8506
999;(11) 7510-3106;(11) 9454-7217
1000;(21) 7726-3225;(31) 9195-2462
1001;(21) 7077-8188;(11) 6586-8170
1002;(41) 8602-8174;(81) 7611-7282
1003;(92) 3490-9680;(11) 2301-8021
1004;(71) 5660-6653;(15) 6805-7525
1005;(19) 9556-9498;(11) 6581-5771
1006;(84) 5456-4626;(19) 2871-9321
1007;(81) 2274-5965;(21) 5918-2453
1008;(71) 5278-2479;(19) 9653-4219
1009;(41) 5339-7284;(11) 3980-5725
1010;(61) 4961-4591;(21) 4505-3408
1011;(47) 5735-2433;(62) 7307-7794
1012;(17) 8018-5829;(48) 9220-9212
1013;(41) 9306-3077;(48) 8670-8424
1014;(27) 8545-5520;(21) 6681-4428
1015;(11) 7059-6955;(19) 3731-9418
1016;(21) 2574-3762;(62) 5993-8289
1017;(31) 8233-4057;(21) 6624-5473
1018;(41) 3267-5814;(61) 4343-6926
1019;(85) 3975-3260;(86) 8293-9475
1020;(31) 4552-8537;(21) 6714-3145
1021;(18) 5912-2612;(85) 9602-2470
1022;(85) 5001-8433;(84) 5875-6286
1023;(61) 7160-5730;(27) 7023-6870
1024;(27) 3451-8017;(65) 5193-6611
1025;(51) 2245-6327;(61) 3177-3465
1026;(18) 6139-8828;(14) 4534-6560
1027;(19) 4402-3705;(15) 2386-4931
1028;(19) 3342-4870;(27) 8801-5375
1029;(31) 6087-8990;(11) 4420-7995
1030;(21) 7359-5744;(19) 5403-4677
1031;(33) 4027-5993;(65) 2290-3106
1032;(51) 3995-4587;(31) 5463-7215
1033;(11) 9374-3116;(11) 8925-5735
1034;(27) 8047-3286;(53) 9673-2645
1035;(83) 5938-3398;(11) 2715-6413
1036;(65) 9704-7521;(32) 3375-4092
1037;(27) 8618-3813;(38) 8450-2018
1038;(31) 7755-3706;(31) 5637-9525
1039;(11) 5842-2563;(67) 4324-3683
1040;(19) 9279-4078;(85) 6168-6824
1041;(27) 8346-7418;(15) 2800-6509
1042;(17) 3045-4257;(77) 6274-2015
1043;(92) 3238-8255;(21) 2165-5084
1044;(61) 5035-8027;(81) 3485-7446
1045;(61) 3842-2739;(21) 5304-2386
1046;(61) 8841-7123;(75) 7525-5496
1047;(92) 5877-4057;(62) 8548-9248
1048;(46) 3743-9679;(53) 3312-3366
1049;(65) 7190-8119;(92) 7195-2968
1050;(83) 2785-2454;(11) 7289-2251
1051;(98) 6674-5873;(37) 9527-7052
1052;(86) 5694-5951;(51) 5754-3043
1053;(54) 6667-5321;(87) 9104-4336
1054;(11) 5572-3938;(21) 4267-4830
1055;(73) 6672-4100;(83) 4114-8314
1056;(13) 6655-8074;(48) 2540-5757
1057;(34) 3345-4529;(37) 7223-8298
1058;(85) 3069-2279;(11) 9180-7612
1059;(11) 8376-5290;(44) 3554-7063
1060;(74) 2438-4859;(81) 6945-7729
1061;(48) 8958-6464;(11) 6318-8738
1062;(11) 9230-3778;(21) 9778-9577
1063;(11) 4911-6245;(12) 2923-2170
1064;(67) 5867-3562;(11) 9633-5837
1065;(11) 8438-9493;(91) 8603-3789
1066;(61) 6248-2902;(44) 7821-5622
1067;(11) 8694-7055;(18) 7415-5155
1068;(87) 6663-3600;(21) 8359-9116
1069;(12) 6260-5947;(85) 4561-4644
1070;(31) 7711-7275;(11) 8439-3478
1071;(12) 4606-8625;(82) 7091-6224
1072;(27) 8687-3689;(66) 5588-6718
1073;(11) 4930-9035;(11) 9433-5505
1074;(94) 5709-7462;(75) 5982-4073
1075;(17) 7933-6256;(31) 9426-8688
1076;(83) 8200-5929;(44) 7547-2791
1077;(11) 4752-7196;(75) 4846-6630
1078;(66) 3663-4487;(71) 5674-5111
1079;(35) 9418-6295;(21) 4663-7168
1080;(79) 4482-2412;(51) 3113-6909
1081;(21) 2012-8731;(11) 6096-5423
1082;(63) 9526-7567;(75) 2905-9531
1083;(22) 5642-3550;(21) 6961-3519
1084;(11) 9873-5782;(18) 7421-9781
1085;(18) 3373-8668;(51) 5801-9477
1086;(19) 4377-5933;(62) 7602-7755
1087;(88) 3813-9156;(11) 6566-3334
1088;(62) 8686-5576;(65) 2792-2661
1089;(96) 4778-3313;(21) 5885-3217
1090;(64) 2238-4807;(67) 9729-5588
1091;(61) 5354-5093;(15) 2219-5114
1092;(18) 3384-9576;(21) 7156-4477
1093;(11) 4021-6121;(91) 5347-9488
1094;(75) 5235-3777;(51) 9846-8094
1095;(81) 6853-4713;(27) 6914-3946
1096;(87) 3133-6826;(31) 6703-2411
1097;(65) 7627-2026;(15) 5286-7096
1098;(31) 3234-9657;(41) 4888-8641
1099;(75) 8889-5443;(47) 9444-8200
1100;(11) 7627-6672;(21) 4221-3363
1101;(28) 7466-9389;(13) 6444-7243
1102;(62) 8202-4841;(61) 3349-2889
1103;(88) 4480-6997;(19) 2785-3625
1104;(12) 4062-5609;(16) 7026-3665
1105;(85) 3990-2436;(51) 6219-7701
1106;(53) 5054-7467;(11) 9523-2495
1107;(61) 8393-9467;(21) 3615-6229
1108;(33) 7367-4960;(21) 6271-9299
1109;(51) 5413-2515;(62) 2431-8949
1110;(16) 8901-5067;(48) 8423-4394
1111;(11) 4439-5492;(55) 8711-6439
1112;(11) 6011-7483;(31) 4980-3341
1113;(11) 5934-4494;(21) 7491-7053
1114;(47) 2881-6732;(44) 8557-5465
1115;(42) 2562-7169;(11) 2655-2188
1116;(31) 3462-4327;(81) 5186-6696
1117;(45) 7765-9445;(38) 7922-2393
1118;(48) 8739-4033;(12) 3178-6476
1119;(53) 9769-9190;(11) 9885-7646
1120;(31) 5866-2472;(48) 3420-4563
1121;(55) 6065-3666;(11) 8031-8362
1122;(16) 7431-5684;(92) 8516-3029
1123;(11) 4653-3750;(21) 5890-6436
1124;(48) 7380-6233;(63) 3467-8655
1125;(21) 3614-5584;(27) 8314-2670
1126;(81) 7544-6386;(21) 5223-2510
1127;(47) 2675-9393;(11) 3068-6112
1128;(86) 5117-8869;(31) 7833-2808
1129;(16) 5995-3677;(11) 6411-3340
1130;(11) 4536-8914;(11) 4419-7459
1131;(41) 9606-9699;(91) 2288-9156
1132;(14) 7088-2249;(11) 4412-5969
1133;(19) 4075-9918;(17) 4677-4763
1134;(31) 4719-5034;(11) 7506-8613
1135;(18) 9545-3417;(21) 6235-5364
1136;(19) 2426-6792;(11) 2222-5738
1137;(31) 8269-5049;(62) 3502-8727
1138;(11) 7079-7045;(79) 4335-3796
1139;(92) 5210-4449;(42) 2903-4879
1140;(22) 2119-8079;(81) 6121-9111
1141;(16) 2451-6684;(16) 8097-5604
1142;(14) 2237-3035;(32) 4336-4685
1143;(15) 3904-3387;(48) 5715-4710
1144;(18) 8054-2185;(19) 5878-9617
1145;(12) 7222-3728;(43) 8604-7706
1146;(31) 9631-8261;(12) 2861-6351
1147;(65) 2579-2616;(41) 8262-6795
1148;(15) 8547-9159;(16) 3777-6042
1149;(19) 7949-6476;(31) 5077-3909
1150;(22) 2459-6298;(85) 6737-8288
1151;(11) 2616-4093;(81) 8973-2602
1152;(47) 4140-7366;(86) 2317-7615
1153;(51) 6991-2562;(62) 8446-3596
1154;(92) 8377-7261;(18) 6238-7754
1155;(31) 8499-6795;(14) 8426-6505
1156;(27) 7323-5922;(86) 2619-9619
1157;(91) 7958-9891;(11) 4340-6696
1158;(83) 5668-9489;(31) 2988-7828
1159;(51) 3134-6094;(21) 5836-4218
1160;(11) 2999-9460;(16) 8626-9957
1161;(84) 5693-5964;(53) 6052-7009
1162;(11) 8907-6144;(51) 2445-8960
1163;(11) 2725-6906;(12) 3710-5911
1164;(11) 7861-3970;(19) 3667-5700
1165;(85) 6525-5587;(19) 5682-8590
1166;(32) 9892-9072;(14) 4944-2970
1167;(12) 8558-2644;(87) 6891-4128
1168;(15) 4671-4182;(61) 4009-6063
1169;(61) 2581-8383;(46) 3594-3180
1170;(71) 7522-3331;(11) 2542-5351
1171;(41) 8552-9830;(51) 4463-2688
1172;(44) 6417-8221;(19) 6782-2768
1173;(16) 5813-4109;(91) 8595-6756
1174;(87) 8484-2900;(19) 4320-4499
1175;(45) 4441-4067;(19) 4176-5423
1176;(61) 4615-5266;(81) 7975-2368
1177;(21) 5711-3398;(83) 8987-5931
1178;(81) 7094-6357;(71) 4681-9483
1179;(16) 4858-2909;(11) 8563-4471
1180;(86) 3515-8341;(12) 7693-9115
1181;(45) 6149-7362;(11) 4407-8594
1182;(21) 4220-8103;(47) 5025-5884
1183;(47) 2293-3092;(51) 4392-2832
1184;(11) 2705-3088;(69) 9729-6056
1185;(11) 8393-4332;(31) 9599-6741
1186;(44) 7492-7501;(19) 9103-7724
1187;(11) 3680-4312;(15) 9240-5450
1188;(71) 4592-7850;(84) 5559-5564
1189;(99) 8188-5027;(11) 6000-7183
1190;(31) 3524-4830;(15) 9884-6217
1191;(31) 2413-7759;(31) 6014-9384
1192;(41) 4451-5186;(31) 5462-3562
1193;(27) 5199-2941;(15) 4667-9894
1194;(11) 5331-4705;(11) 3435-3661
1195;(74) 9063-4731;(44) 4080-4717
1196;(35) 9142-9422;(31) 7350-7619
1197;(86) 4745-9849;(21) 9757-3803
1198;(81) 7620-9387;(55) 2801-2750
1199;(92) 9091-6203;(31) 9172-3364
1200;(21) 5314-4242;(85) 5261-8650
1201;(81) 3972-7252;(14) 7332-7423
1202;(28) 8458-2524;(21) 9949-3527
1203;(47) 5733-7485;(47) 8026-8871
1204;(53) 8428-7571;(62) 7313-7550
1205;(11) 6345-5623;(47) 5270-4571
1206;(47) 9189-9756;(65) 4653-6124
1207;(34) 4600-5281;(44) 6808-9884
1208;(41) 6527-4663;(51) 8579-7940
1209;(24) 6239-8667;(42) 8951-7240
1210;(11) 7693-7239;(21) 2319-5691
1211;(11) 2227-4485;(11) 8311-7632
1212;(53) 7935-2916;(69) 4498-8862
1213;(11) 5552-8756;(21) 4998-3600
1214;(71) 5139-6678;(14) 5987-6093
1215;(48) 8850-8298;(11) 9897-8713
1216;(71) 3372-4616;(47) 2497-3154
1217;(71) 5389-9112;(83) 5112-7273
1218;(91) 7211-5661;(15) 9232-3717
1219;(64) 3374-4548;(11) 2026-4959
1220;(61) 8108-9470;(11) 9133-3156
1221;(11) 9484-6295;(48) 7975-7211
1222;(81) 9741-4596;(51) 6369-7872
1223;(11) 5586-4516;(21) 6188-8460
1224;(11) 3994-9152;(81) 8241-8980
1225;(27) 2909-3142;(21) 6407-3306
1226;(11) 3851-6263;(21) 4964-7338
1227;(81) 2503-2183;(13) 2210-8284
1228;(51) 2274-4494;(41) 3658-9490
1229;(53) 8686-6448;(41) 6250-9398
1230;(27) 8055-3204;(21) 3587-9934
1231;(54) 4074-3128;(81) 7801-3747
1232;(83) 3625-9901;(34) 2636-4158
1233;(31) 5117-3508;(15) 5560-5520
1234;(19) 7263-8157;(31) 6303-5423
1235;(61) 4769-3468;(45) 3393-9563
1236;(11) 7094-8825;(34) 6668-7345
1237;(21) 4258-8194;(17) 8704-4249
1238;(91) 9249-6039;(65) 9421-3194
1239;(71) 4379-7341;(11) 2122-4204
1240;(21) 4403-4518;(81) 6399-3297
1241;(21) 9429-6405;(21) 8366-3822
1242;(34) 4439-2457;(32) 5781-2933
1243;(15) 2518-9591;(31) 9982-6413
1244;(64) 3041-2945;(14) 8096-7338
1245;(84) 5328-9039;(11) 2128-2981
1246;(61) 7068-3947;(91) 4352-9890
1247;(67) 6693-6335;(81) 7985-7430
1248;(21) 3299-7313;(16) 9746-8110
1249;(51) 3716-8718;(86) 9299-8026
1250;(81) 9212-7001;(31) 7330-6979
1251;(19) 4109-3102;(48) 6363-4351
1252;(21) 7560-9035;(11) 2588-2385
1253;(32) 8268-7596;(21) 7247-8916
1254;(11) 9624-9647;(11) 9450-7568
1255;(44) 3528-2262;(66) 7997-5121
1256;(47) 8896-6786;(11) 3198-9123
1257;(81) 5579-5884;(21) 4542-3050
